subject_id,onset_s,duration_s,type,score
n13,381.0,90.0,phasic,0.487
n13,531.0,15.0,phasic,0.479
n13,756.0,72.0,phasic,0.395
n13,960.0,18.0,phasic,0.61
n13,993.0,15.0,phasic,0.376
n13,1014.0,12.0,phasic,0.35
n13,1383.0,6.0,phasic,
n13,1551.0,18.0,phasic,0.424
n13,1803.0,18.0,phasic,0.319
n13,1827.0,12.0,phasic,0.394
n13,1923.0,12.0,phasic,0.467
n13,2157.0,6.0,phasic,
n13,2160.0,3.0,phasic,
n13,2310.0,9.0,phasic,0.282
n13,2355.0,12.0,phasic,0.329
n13,2574.0,12.0,phasic,0.418
n13,2619.0,6.0,phasic,
n13,2766.0,21.0,phasic,0.41
n13,2934.0,12.0,phasic,0.287
n13,3267.0,36.0,phasic,0.512
n13,3681.0,6.0,phasic,0.321
n13,3783.0,21.0,phasic,0.457
n13,3813.0,15.0,phasic,0.569
n13,3855.0,15.0,phasic,0.647
n13,3873.0,12.0,phasic,0.403
n13,3972.0,30.0,phasic,0.382
n13,4137.0,15.0,phasic,0.467
n13,4176.0,3.0,phasic,0.257
n13,4284.0,18.0,phasic,0.533
n13,4413.0,12.0,phasic,0.53
n13,4497.0,15.0,phasic,0.408
n13,4584.0,12.0,phasic,0.328
n13,4644.0,21.0,phasic,0.318
n13,4707.0,15.0,phasic,0.614
n13,4788.0,15.0,phasic,0.628
n13,4914.0,18.0,phasic,0.589
n13,5031.0,36.0,phasic,0.49
n13,5121.0,12.0,phasic,0.308
n13,5166.0,18.0,phasic,0.618
n13,5493.0,36.0,phasic,0.487
n13,5823.0,15.0,phasic,0.415
n13,6051.0,48.0,phasic,0.463
n13,6225.0,9.0,phasic,0.292
n13,6285.0,12.0,phasic,0.342
n13,6834.0,15.0,phasic,0.502
n13,7101.0,21.0,phasic,0.608
n13,7122.0,6.0,phasic,
n13,7146.0,45.0,phasic,0.49
n13,7197.0,12.0,phasic,0.346
n13,8157.0,36.0,phasic,0.569
n13,8226.0,12.0,phasic,0.454
n13,8256.0,15.0,phasic,0.373
n13,8277.0,36.0,phasic,0.582
n13,8439.0,21.0,phasic,0.447
n13,8646.0,33.0,phasic,0.562
n13,9216.0,42.0,phasic,0.491
n13,9282.0,6.0,phasic,
n13,9312.0,15.0,phasic,0.549
n13,9444.0,12.0,phasic,0.287
n13,9501.0,12.0,phasic,0.493
n13,9531.0,18.0,phasic,0.436
n13,9618.0,12.0,phasic,0.425
n13,9687.0,48.0,phasic,0.609
n13,9975.0,6.0,phasic,
n13,10005.0,9.0,phasic,0.286
n13,10086.0,15.0,phasic,0.636
n13,10389.0,12.0,phasic,0.384
n13,10512.0,42.0,phasic,0.566
n13,10569.0,24.0,phasic,0.661
n13,10641.0,21.0,phasic,0.559
n13,10824.0,15.0,phasic,0.512
n13,10842.0,12.0,phasic,0.329
n13,10905.0,27.0,phasic,0.457
n13,10974.0,24.0,phasic,0.515
n13,11055.0,33.0,phasic,0.53
n13,11097.0,6.0,phasic,
n13,11106.0,15.0,phasic,0.618
n13,11142.0,9.0,phasic,0.253
n13,11175.0,24.0,phasic,0.47
n13,11238.0,15.0,phasic,0.415
n13,11472.0,18.0,phasic,0.682
n13,11505.0,15.0,phasic,0.515
n13,11559.0,9.0,phasic,0.277
n13,11571.0,24.0,phasic,0.598
n13,11631.0,15.0,phasic,0.542
n13,11667.0,15.0,phasic,0.604
n13,11772.0,15.0,phasic,0.605
n13,12057.0,9.0,phasic,0.269
n13,12159.0,15.0,phasic,0.622
n13,12210.0,15.0,phasic,0.647
n13,12225.0,6.0,phasic,
n13,12309.0,12.0,phasic,0.328
n13,12375.0,15.0,phasic,0.372
n13,12435.0,15.0,phasic,0.546
n13,12588.0,12.0,phasic,0.553
n13,12618.0,12.0,phasic,0.411
n13,13095.0,15.0,phasic,0.62
n13,13260.0,15.0,phasic,0.545
n13,13383.0,15.0,phasic,0.536
n13,13461.0,15.0,phasic,0.59
n13,13593.0,15.0,phasic,0.634
n13,13716.0,12.0,phasic,0.469
n13,13827.0,45.0,phasic,0.525
n13,14010.0,27.0,phasic,0.473
n13,14049.0,27.0,phasic,0.36
n13,14172.0,12.0,phasic,0.45
n13,14286.0,24.0,phasic,0.525
n13,14904.0,36.0,phasic,0.517
n13,15381.0,21.0,phasic,0.678
n13,15402.0,6.0,phasic,
n13,15597.0,24.0,phasic,0.39
n13,15735.0,21.0,phasic,0.539
n13,15795.0,12.0,phasic,0.391
n13,15810.0,15.0,phasic,0.459
n13,15840.0,15.0,phasic,0.518
n13,16017.0,27.0,phasic,0.514
n13,16149.0,12.0,phasic,0.293
n13,16200.0,15.0,phasic,0.501
n13,16215.0,6.0,phasic,
n13,16227.0,51.0,phasic,0.577
n13,16284.0,6.0,phasic,
n13,16299.0,15.0,phasic,0.332
n13,16320.0,9.0,phasic,
n13,16332.0,9.0,phasic,
n13,16338.0,9.0,phasic,
n13,16350.0,6.0,phasic,
n13,16359.0,9.0,phasic,
n13,16485.0,6.0,phasic,
n13,16491.0,6.0,phasic,
n13,16497.0,12.0,phasic,
n13,16509.0,6.0,phasic,
n13,16515.0,9.0,phasic,
n13,16626.0,21.0,phasic,0.552
n13,16659.0,30.0,phasic,0.561
n13,16701.0,6.0,phasic,0.26
n13,16725.0,12.0,phasic,0.283
n13,16803.0,21.0,phasic,0.543
n13,16902.0,39.0,phasic,0.651
n13,16971.0,15.0,phasic,0.386
n13,16989.0,30.0,phasic,0.497
n13,17052.0,6.0,phasic,
n13,17058.0,15.0,phasic,0.338
n13,17097.0,21.0,phasic,0.6
n13,17124.0,6.0,phasic,
n13,17136.0,21.0,phasic,0.528
n13,17178.0,27.0,phasic,0.508
n13,17346.0,15.0,phasic,0.658
n13,17403.0,24.0,phasic,0.492
n13,17496.0,15.0,phasic,0.553
n13,17691.0,21.0,phasic,0.576
n13,17727.0,30.0,phasic,0.532
n13,17967.0,15.0,phasic,0.476
n13,18423.0,21.0,phasic,0.478
n13,18519.0,21.0,phasic,0.496
n13,18603.0,42.0,phasic,0.519
n13,19305.0,21.0,phasic,0.587
n13,19383.0,18.0,phasic,0.51
n13,19404.0,24.0,phasic,0.444
n13,19536.0,18.0,phasic,0.546
n13,19683.0,15.0,phasic,0.583
n13,19752.0,12.0,phasic,0.316
n13,19800.0,15.0,phasic,0.538
n13,19836.0,15.0,phasic,0.419
n13,19977.0,39.0,phasic,0.388
n13,20196.0,27.0,phasic,0.408
n13,20835.0,24.0,phasic,0.49
n13,21024.0,45.0,phasic,0.594
n13,22041.0,6.0,phasic,0.289
n13,22059.0,27.0,phasic,0.621
n13,22128.0,3.0,phasic,
n13,22167.0,21.0,phasic,0.592
n13,22194.0,6.0,phasic,
n13,22296.0,12.0,phasic,0.304
n13,22332.0,15.0,phasic,0.567
n13,22401.0,24.0,phasic,0.45
n13,22434.0,15.0,phasic,0.575
n13,22479.0,12.0,phasic,0.295
n13,22536.0,9.0,phasic,0.309
n13,22611.0,12.0,phasic,0.347
n13,22725.0,21.0,phasic,0.629
n13,22929.0,15.0,phasic,0.387
n13,22968.0,15.0,phasic,0.584
n13,22983.0,6.0,phasic,
n13,23004.0,33.0,phasic,0.525
n13,23040.0,33.0,phasic,0.69
n13,23244.0,21.0,phasic,0.543
n13,23277.0,18.0,phasic,0.613
n13,23292.0,9.0,phasic,
n13,23430.0,12.0,phasic,0.423
n13,23508.0,12.0,phasic,0.432
n13,23550.0,18.0,phasic,0.571
n13,23673.0,15.0,phasic,0.561
n13,23946.0,18.0,phasic,0.563
n13,23994.0,21.0,phasic,0.625
n13,24030.0,15.0,phasic,0.526
n13,24150.0,33.0,phasic,0.687
n13,24237.0,15.0,phasic,0.632
n13,24438.0,18.0,phasic,0.611
n13,24534.0,15.0,phasic,0.46
n13,24585.0,9.0,phasic,0.29
n13,24600.0,15.0,phasic,0.588
n13,24633.0,15.0,phasic,0.583
n13,24696.0,15.0,phasic,0.308
n13,24915.0,15.0,phasic,
n13,25257.0,6.0,phasic,
n13,25449.0,15.0,phasic,0.523
n13,25527.0,15.0,phasic,0.535
n13,25935.0,15.0,phasic,0.619
n13,26004.0,66.0,phasic,0.403
n13,26298.0,21.0,phasic,0.459
n13,26346.0,33.0,phasic,0.591
n13,26424.0,9.0,phasic,
n13,26841.0,6.0,phasic,
n13,27201.0,21.0,phasic,0.615
n13,27276.0,15.0,phasic,0.37
n13,27375.0,15.0,phasic,0.681
n13,27414.0,15.0,phasic,0.494
n13,27519.0,12.0,phasic,0.293
n13,27534.0,9.0,phasic,
n13,27537.0,18.0,phasic,0.389
n13,27630.0,3.0,phasic,0.261
n13,27657.0,24.0,phasic,0.711
n13,27681.0,6.0,phasic,
n13,27762.0,15.0,phasic,0.382
n13,27888.0,12.0,phasic,
n13,28053.0,24.0,phasic,0.563
n13,28113.0,24.0,phasic,0.642
n13,28182.0,9.0,phasic,
n13,28266.0,6.0,phasic,
n13,28302.0,15.0,phasic,0.542
n13,28323.0,15.0,phasic,0.466
n13,28413.0,15.0,phasic,0.385
n13,28497.0,21.0,phasic,0.676
n13,28572.0,12.0,phasic,0.321
n13,28605.0,3.0,phasic,0.28
n13,28623.0,15.0,phasic,0.459
n13,28665.0,15.0,phasic,0.399
n13,28770.0,9.0,phasic,
n13,28818.0,12.0,phasic,0.357
n13,28839.0,15.0,phasic,0.582
n13,28908.0,15.0,phasic,0.441
n13,28965.0,39.0,phasic,0.575
n13,29103.0,57.0,phasic,0.565
n13,29184.0,21.0,phasic,0.459
n13,29247.0,66.0,phasic,0.566
n13,29340.0,15.0,phasic,
